Chrom	Gene Name	Strand	Positions
chr2	PDIA6	-	[10783391, 10783525, 10783935, 10784934, 10785109, 10787218, 10787377, 10788920, 10791217, 10791825, 10809274, 10811603, 10830467, 10830993]
chr2	ORC4	-	[147930399, 147930823, 147934412, 147934716, 147935263, 147935394]
chr2	ORC2	-	[200910171, 200910480]
chr2	GPC1	+	[240449418, 240450763, 240466338, 240468075]
chr2	ARMC9	+	[231240156, 231345198, 231372218, 231372695, 231374836]
chr2	MPHOSPH10	+	[71133253, 71135655, 71136441, 71137569, 71139424, 71148079, 71149230, 71149879, 71150015]
chr2	TTC21B	-	[165873361, 165873947]
chr2	TSGA10	-	[98997261, 98997872, 99064768, 99072611, 99102872, 99102985, 99138333]
chr2	C2orf49	+	[105337611, 105339694, 105345526, 105348663, 105348813]
chr2	C2orf48	+	[10142217, 10142324, 10156260, 10174797, 10179279, 10180515, 10194051, 10194818, 10198906, 10199719, 10211666]
chr2	SPATA3	+	[231007283]
chr2	C2orf42	-	[70149880]
chr3	C3orf80	+	[160227454, 160228212]
chr3	C3orf84	-	[49177636]
chr3	RUBCN	-	[197668925, 197671393, 197671984, 197672087, 197672339, 197676217, 197677824, 197678063, 197681018, 197682626, 197683200, 197683387, 197689094, 197699906, 197700460]
chr3	PDCD10	-	[167683906, 167720258, 167726544, 167726669, 167726834, 167726951, 167727983, 167728608, 167734822]
chr3	ADIPOQ	+	[186858462]
chr3	INKA1	+	[49805029]
chr3	TPRG1-AS2	-	[189238686]
chr3	CAMK1	-	[9757349, 9762038, 9766663]
chr3	PIK3CA	+	[179235324, 179236691, 179238359, 179239742, 179240092]
chr3	PIK3CB	-	[138654018]
chr3	C3orf85	+	[109149661]
chr3	CRBN	-	[3149842, 3150011, 3150219, 3150607, 3150845, 3152350, 3153358, 3155898, 3167430, 3170179, 3172221, 3172371, 3172706, 3174179, 3179666]
chr3	CBLB	-	[105655461, 105658269, 105680992, 105762122]
chr3	XPC	-	[14145147, 14145339, 14145511, 14151659, 14153448, 14153653, 14154163, 14154341, 14154536, 14155645, 14156133, 14168340, 14170449, 14170737, 14172875]
chr3	CAMKV	-	[49857989]
chr3	GOLIM4	-	[168008677]
chr3	OPA1	+	[193668930, 193695056, 193695758, 193696629, 193697432, 193697810]
chr3	FGF12-AS2	+	[192515199]
chr3	COL7A1	-	[48564073]
chr3	PARP14	+	[122730839]
chr3	PARP15	+	[122639046]
chr3	ITGA9	+	[37629519, 37745432, 37819390]
chr3	HACL1	-	[15560732]
chr3	IQSEC1	-	[12897220, 12897956, 12898770, 12917150, 12938796, 12939456, 12942230]
chr3	GAP43	+	[115721423]
chr3	HRH1	+	[11262293, 11262815]
chr3	LINC02012	-	[197505262]
chr3	PRSS50	-	[46712115]
chr3	CHST2	+	[143122957, 143124013]
chr3	LINC02032	+	[148088028]
chr3	LINC02033	-	[36820550]
chr3	LINC02036	-	[194203016]
chr3	LINC02035	+	[122892154, 122892415]
chr3	KCNH8	+	[19534795, 19535641]
chr3	IGF2BP2-AS1	+	[185722168, 185729786]
chr3	NPHP3	-	[132680609, 132721217, 132721442]
chr3	NDUFAF3	+	[49020752, 49020978, 49021452, 49022834, 49023205, 49023370]
chr3	LINC01100	+	[160031422]
chr3	ARF4	-	[57571363, 57571471, 57572101, 57574476, 57580837, 57583779, 57583898, 57585708]
chr3	ERICH6	-	[150659885]
chr3	MOBP	+	[39503026, 39516002, 39526367, 39528521, 39528940]
chr3	SCN11A	-	[38845769]
chr3	ILDR1	-	[121987323]
chr3	ADAMTS9-AS2	+	[65011467]
chr3	ADAMTS9-AS1	+	[64563324, 64565796, 64588201, 64590083]
chr3	LINC01215	+	[108138609]
chr3	LINC01210	+	[137775349]
chr3	MAGI1-IT1	-	[65872814, 65901848, 65925296, 65951431]
chr3	CRTAP	+	[33125137, 33143082, 33143190, 33143428, 33143645, 33144084, 33144653, 33144928, 33145029, 33145838, 33145992, 33146812, 33147007, 33147672]
chr3	FYCO1	-	[45917903, 45921685, 45944622, 45948350, 45959454, 45963259, 45966210, 45986132]
chr3	IFT80	-	[160256986, 160257096, 160257317, 160257617, 160258180, 160283025, 160299079]
chr3	CD47	-	[108043093, 108043299, 108047078]
chr3	PRICKLE2	-	[64093854, 64095057, 64097517]
chr3	MSL2	-	[136149447]
chr3	MUC4	-	[195746765]
chr3	DZIP1L	-	[138061990, 138062122, 138064406, 138069718, 138088423, 138088602, 138092193, 138092352]
chr3	RPN1	-	[128619970, 128620080, 128620293, 128620503, 128623942, 128631813, 128632604, 128636439, 128639162, 128640379]
chr3	PPP2R3A	+	[136048911, 136051350, 136055155, 136056317, 136056525, 136056786, 136074974, 136075867, 136087479, 136089305, 136116395, 136131807, 136135754, 136147832]
chr3	CCRL2	+	[46409161, 46409522]
chr3	BRK1	+	[10126916, 10127189]
chr3	SFMBT1	-	[52903572, 52904611, 52904911, 52911088, 52912538, 52922097, 52938793, 52945102, 52946571, 52983646]
chr3	C3orf79	+	[153502692]
chr3	LOC105377102	+	[57269609, 57269743, 57271238, 57272129, 57272487, 57273344, 57273467, 57274575, 57278051]
chr3	C3orf70	-	[185078050, 185079524]
chr3	SHOX2	-	[158097159, 158097600]
chr3	THOC7	-	[63833870, 63834008, 63838457, 63839671, 63843025, 63848635]
chr3	KIF15	+	[44790308, 44790481, 44794610, 44809705, 44838398, 44841114, 44845418, 44846408, 44852276, 44853140, 44853253]
chr3	LSAMP	-	[115802388, 115805363, 116370089]
chr3	TMEM44	-	[194587673, 194590248, 194622548]
chr3	TMEM40	-	[12733530]
chr3	TMEM43	+	[14143679]
chr3	TMEM42	+	[44865663]
chr3	FOXP1	-	[70955808, 70955975, 70956188, 70956634, 70956905, 70957288, 70959277, 70959388, 70965902, 71003917, 71004740, 71004941, 71005130, 71005340, 71005762, 71005940, 71006054, 71008432, 71031730, 71038738, 71128607, 71309522, 71326481, 71415778, 71444445, 71472549, 71493593, 71532053, 71581931, 71583533]
chr3	FANCD2	+	[10028811, 10031253, 10041561, 10046869, 10048563, 10059254, 10064112, 10065884, 10067271, 10072874, 10081320, 10094654, 10101854]
chr3	MYRIP	+	[40173145]
chr3	ASTE1	-	[131013877, 131016683]
chr3	CEP97	+	[101767336, 101770561]
chr3	TREX1	+	[48467644]
chr3	TKT	-	[53224707, 53225713, 53226470, 53227192, 53228076, 53229033, 53232487, 53237467, 53238074, 53242183, 53243020, 53244805, 53245582, 53247580, 53253394]
chr3	TMEM45A	+	[100577443]
chr3	NCBP2-AS2	+	[196943539]
chr3	NPHP3-ACAD11	-	[132558138, 132602214, 132618250, 132618966, 132677182, 132677772, 132680609, 132721217, 132721442]
chr3	PHLDB2	+	[111778457, 111829104, 111836682, 111836838, 111837002, 111853864, 111885794, 111893694, 111902258, 111904203, 111917662, 111920317, 111937723, 111939543, 111967702, 111967866, 111975921, 111976206, 111976356, 111976516]
chr3	CYP8B1	-	[42872192]
chr3	GLYCTK	+	[52288580, 52293471]
chr3	BTD	+	[15602341, 15604865, 15612768, 15625220, 15642168, 15645706, 15645817]
chr3	PFN2	-	[149964904]
chr3	FETUB	+	[186653005]
chr3	ARPP21	+	[35685869, 35794457]
chr3	COX17	-	[119669532, 119674379]
chr3	EIF2B5	+	[184136972, 184145310]
chr3	PRKAR2A	-	[48746579, 48746908, 48747204, 48747436, 48748203, 48748375, 48749566, 48749986, 48751258, 48753483, 48772988, 48784091, 48784375, 48784637, 48785640, 48785844, 48786620, 48786997, 48787418, 48790451, 48793137, 48810428, 48836200, 48843406]
chr3	EMC3-AS1	+	[9987001, 9987131, 9987318, 9987567, 9989572, 9996394, 10004479, 10005185, 10005717, 10006519, 10006696, 10006878]
chr3	MLF1	+	[158605393, 158605716, 158606459]
chr3	LINC02006	-	[153502692]
chr3	MECOM	-	[169083507, 169201155, 169201623, 169254232, 169258450, 169332100, 169344681, 169377311, 169482469, 169482794, 169483381, 169483833, 169485047, 169490051, 169502554, 169504536, 169504750, 169505261, 169506795, 169509400, 169511433, 169512325, 169513509, 169527082]
chr3	ALCAM	+	[105367018, 105374379, 105377218, 105379348, 105406589, 105409565, 105414165, 105418372, 105436838, 105442728, 105445505, 105451028, 105471229, 105526227, 105547204, 105552550, 105557013, 105557186, 105557583, 105575011, 105575476, 105576049, 105576218, 105576473, 105576806]
chr3	LINC02008	+	[82463674]
chr3	CDCP1	-	[45082277, 45110239]
chr3	TGFBR2	+	[30694108]
chr3	MTMR14	+	[9702386]
chr3	CELSR3	-	[48636463, 48636583, 48637500, 48645090]
chr3	FOXL2	-	[138944224]
chr3	BBX	+	[107524568, 107524903, 107525127, 107526490, 107527173, 107528336, 107528839, 107528987, 107529829, 107592298, 107747969, 107762199, 107764457, 107764803, 107765990, 107772630, 107772861, 107773214, 107774813, 107776372, 107788503, 107805717, 107806031, 107806278, 107806677, 107807647, 107809171, 107809495, 107810002, 107810137, 107810978, 107811142, 107811323]
chr3	LRRC31	-	[169839248]
chr3	LRRC34	-	[169793473, 169793965, 169796212, 169796460]
chr3	MFN1	+	[179358879, 179366747, 179392497, 179392649, 179392874]
chr3	ISY1	-	[129127415, 129129183, 129129448, 129129582, 129129829, 129134852, 129150156, 129155620, 129155825]
chr3	ABHD14A-ACY1	+	[51981063, 51981195, 51982808, 51984601, 51984746, 51989035, 51989172]
chr3	ST6GAL1	+	[187078552]
chr3	ZMAT3	-	[179017294, 179017465, 179020039, 179021658, 179023314, 179023840, 179041075, 179052155, 179052312, 179052445, 179052749, 179063887]
chr3	NR1D2	+	[23950241, 23953260, 23958593, 23960003, 23961194, 23962233, 23978496, 23980406, 23980526]
chr3	RABL3	-	[120686681, 120687227]
chr3	LINC01209	-	[176814155]
chr3	CAMP	+	[48225482]
chr3	LINC01205	+	[109419016]
chr3	KLHL18	+	[47287362, 47316816, 47324016, 47346726]
chr3	MYLK-AS1	+	[123610049, 123610201, 123610734, 123612296, 123612406, 123612536, 123614081, 123616352, 123630815]
chr3	OSTN	+	[191213291]
chr3	ST3GAL6	+	[98793964, 98794392, 98795253]
chr3	APOD	-	[195568702]
chr3	SKIL	+	[170392747, 170393161, 170396829]
chr3	CADPS	-	[62398350, 62625230]
chr3	DPH3	-	[16257982, 16260503]
chr3	FGD5-AS1	-	[14942784]
chr3	NSUN3	+	[94064401, 94126789]
chr3	ARHGAP31	+	[119300763, 119388444, 119396165, 119417672, 119418656, 119419475]
chr3	DCAF1	-	[51395868, 51397844, 51398021, 51398460, 51421297, 51426664, 51427168, 51431750, 51433343, 51435426, 51435880, 51485194]
chr3	MON1A	-	[49908870]
chr3	CACNA1D	+	[53797764, 53812284, 53812462]
chr3	UPK1B	+	[119204291, 119205121]
chr3	LOC101927296	+	[73561760]
chr3	MIR570HG	+	[195709586, 195711874]
chr3	CLCN2	-	[184346185]
chr3	LOC101927056	-	[125827238]
chr3	SLC15A2	+	[121941610, 121941861, 121942830, 121944101]
chr3	PXYLP1	+	[141267353, 141294322, 141294643]
chr3	THUMPD3-AS1	-	[9385264, 9385702, 9386561, 9386790, 9388853]
chr3	MASP1	-	[187234082, 187246360, 187246818, 187247073]
chr3	TTC14	+	[180602858, 180609511, 180610975, 180614008, 180617265, 180617584]
chr3	ARL6	+	[97798528, 97800546, 97800680, 97801108, 97801241]
chr3	C3orf67	-	[58742006, 58861228, 58913570]
chr3	KAT2B	+	[20152513, 20153524, 20154401]
chr3	C3orf62	-	[49270877]
chr3	ZNF852	-	[44499523]
chr3	HTD2	+	[58308298, 58315779, 58318281, 58318453, 58319426, 58319567, 58320077]
chr3	CD200	+	[112362797]
chr3	ABCF3	+	[184194002]
chr3	PPM1M	+	[52248126, 52250404, 52250535]
chr3	PPM1L	+	[161022461, 161069843, 161075600, 161076482, 161078901]
chr3	DNAJB11	+	[186585799]
chr3	DALRD3	-	[49015488, 49015698, 49015862, 49020752, 49020978]
chr3	UMPS	+	[124744293, 124745192]
chr3	TIPARP	+	[156705308, 156706749]
chr3	MRPL3	-	[131462212]
chr3	RPUSD3	-	[9837849, 9841257]
chr3	AMIGO3	-	[49716834]
chr3	ZNF619	+	[40490235]
chr3	ACAD9	+	[128882558, 128886791, 128887525, 128888420, 128888701, 128889023, 128893127, 128899675, 128912939, 128913113]
chr3	A4GNT	-	[138123718]
chr3	ZNF385D-AS2	+	[21979827]
chr3	ADPRH	+	[119589083, 119589944]
chr3	DENND6A	-	[57625457, 57625623, 57630349, 57653903, 57663230, 57668152, 57672825, 57677501, 57687098]
chr3	ZNF385D	-	[21420997, 21436821]
chr3	TMEM207	-	[190428655, 190429386]
chr3	TRIM59-IFT80	-	[160227454, 160228212, 160231106, 160233324, 160239614, 160239958, 160254627, 160256986, 160257096, 160257317, 160257617, 160258180, 160283025, 160299079, 160404391, 160404504, 160407954, 160412046, 160412352, 160413477, 160414485, 160416251, 160417852, 160419541, 160420740, 160423445, 160428854, 160432295, 160433830, 160433975, 160434847, 160434952, 160435503]
chr3	FBXO45	+	[196587286, 196589058]
chr3	LINC02018	+	[75452657, 75457485]
chr3	CP	-	[149162410, 149172499, 149172960, 149173460]
chr3	RPSA	+	[39412437]
chr3	JAGN1	+	[9893838]
chr3	TRNT1	+	[3130678, 3148959]
chr3	PLCH1-AS2	+	[155487120]
chr3	TMEM158	-	[45224465]
chr3	EIF1B	+	[40312353]
chr3	PP2D1	-	[19984633, 19985097, 19985525, 19995949, 20006834]
chr3	RPL29	-	[51993628]
chr3	LINC01471	-	[127499105]
chr3	RPL24	-	[101681092]
chr3	TNK2-AS1	+	[195913080]
chr3	ATG3	-	[112532510]
chr3	ATG7	+	[11350856, 11353038, 11353360, 11357911, 11374825, 11399422, 11427732, 11429883, 11433097, 11442678, 11447413, 11451668, 11469401, 11471379, 11474579, 11488355, 11493808, 11506437, 11508274, 11515944, 11547971, 11549748, 11555004, 11556132, 11556257, 11556515, 11557664, 11558064, 11558378, 11561976]
chr3	AADAC	+	[151828484]
chr3	IL1RAP	+	[190629781, 190630284, 190650625, 190651513, 190657196]
chr3	PIGX	+	[196728214, 196728350, 196728760, 196731533, 196733864, 196734496, 196734815, 196735186, 196735854]
chr3	PIGZ	-	[196946343, 196946816]
chr3	KIAA1143	-	[44748744]
chr3	KLHL6	-	[183487531, 183489951, 183552325]
chr3	LINC01279	-	[112596794]
chr3	CCDC174	+	[14671203, 14672658]
chr3	RBP2	-	[139452884]
chr3	SEC61A1	+	[128065955, 128069743, 128070737, 128071345, 128071608]
chr3	COL6A6	+	[130677043, 130678136]
chr3	WDR5B	-	[122412332]
chr3	OGG1	+	[9757349, 9762038, 9766663]
chr3	C3orf33	-	[155762617]
chr3	C3orf36	-	[133928146]
chr3	LOC102724297	-	[46376205]
chr3	RBP1	-	[139517434, 139524407]
chr3	LOC100289361	-	[143000907, 143001264]
chr3	ABHD6	+	[58294733]
chr3	ABHD5	+	[43718799, 43720702, 43722724, 43734370]
chr3	NKIRAS1	-	[23892102, 23892276]
chr3	TWF2	-	[52228612]
chr3	WDR53	-	[196554188, 196556132, 196557032, 196557490, 196558977, 196559212, 196559932, 196560330, 196564453]
chr3	SGO1	-	[20160593, 20169481, 20170053, 20170485, 20170724]
chr3	NR1I2	+	[119818484]
chr3	CFAP100	+	[126414342, 126432796, 126436551]
chr3	TM4SF19-TCTEX1D2	-	[196316085, 196316396, 196323546, 196323672]
chr3	EIF4G1	+	[184335352]
chr3	IL20RB	+	[137011077]
chr3	RASSF1	-	[50329785, 50330307, 50333880, 50334037, 50335408, 50339456]
chr3	NEK10	-	[27110903, 27255112]
chr3	NEK11	+	[131152568, 131175129, 131184767, 131350434]
chr3	UROC1	-	[126481855]
chr3	ABHD10	+	[111993362]
chr3	C3orf58	+	[143992358]
chr3	CDC25A	-	[48157178, 48158363]
chr3	C3orf52	+	[112118196]
chr3	PLA1A	+	[119620192, 119629810]
chr3	DCUN1D1	-	[182938158, 182938433, 182939758, 182941181, 182941437, 182942361, 182942771, 182942997, 182944685, 182944848, 182973503, 182979654]
chr3	DAG1	+	[49535614]
chr3	ELP6	-	[47495640]
chr3	CHDH	-	[53816360]
chr3	RHOA	-	[49359145, 49359701, 49394683, 49395067, 49396648, 49397134, 49397601, 49407320]
chr3	LSM3	+	[14181573, 14183971, 14184162, 14184270, 14184524, 14185024, 14186712, 14186844, 14187001, 14197094, 14197639, 14198265]
chr3	POLR2H	+	[184368537]
chr3	ANKRD28	-	[15667236, 15668542, 15668692, 15671426, 15672213, 15698008, 15708835, 15710187, 15710415, 15712934, 15730092, 15738599, 15741772, 15744403, 15780132, 15796724, 15796908, 15810838, 15813149]
chr3	PLSCR4	-	[146192403]
chr3	PLSCR2	-	[146433288]
chr3	LRIG1	-	[66378797, 66378926, 66428410, 66429312, 66438445, 66438720]
chr3	PLSCR1	-	[146515180]
chr3	KLHL40	+	[42692445]
chr3	IL17RD	-	[57089982, 57090148, 57094248, 57094400, 57124176]
chr3	RNF123	+	[49709687, 49710624, 49716834, 49719912, 49720216, 49720562, 49720861, 49721443]
chr3	IL17RB	+	[53847227, 53850458, 53850969, 53858994, 53865799]
chr3	IQCF6	-	[51778562]
chr3	IQCF4	+	[51818338, 51819634]
chr3	IQCF2	+	[51863423]
chr3	IQCF3	+	[51830855]
chr3	IQCF1	-	[51894876]
chr3	TMEM110-MUSTN1	-	[52833121, 52836756, 52836923, 52839882, 52847260, 52848085, 52870829, 52870935, 52871728, 52873940, 52888096]
chr3	FAM86JP	+	[125929275]
chr3	ZNF620	+	[40517708]
chr3	ZNF621	+	[40532210, 40533940, 40535590, 40537695]
chr3	NECTIN3	+	[111135953]
chr3	RAP2B	+	[153164009, 153164732, 153165931, 153167173, 153168475, 153170619]
chr3	IL12A-AS1	-	[159945881, 159974863, 159975100, 159975479, 159986249, 159995947, 160031422, 160051378, 160076077, 160101605, 160102812, 160117287, 160125618, 160125765, 160126340, 160129832, 160130138, 160131261, 160132155, 160132266, 160134051, 160135639, 160138528, 160141222, 160146681, 160150958, 160151445, 160151617, 160152633, 160153367, 160156496, 160167534, 160206509]
chr3	LYZL4	-	[42397078]
chr3	FAM3D-AS1	+	[58633946]
chr3	PLCD1	-	[38007496, 38012579, 38013305, 38019304, 38022315, 38022482, 38022596, 38023820, 38025706, 38025808]
chr3	PDZRN3	-	[73382433, 73382585, 73408058, 73431734, 73561760]
chr3	B3GALNT1	-	[161083883, 161084983]
chr3	TM4SF1-AS1	+	[149386582]
chr3	TMA7	+	[48444034, 48444207]
chr3	KALRN	+	[124395530, 124519849, 124675426, 124679681, 124720814, 124721188, 124726324]
chr3	LINC02069	-	[184756389]
chr3	GNAT1	+	[50195956, 50196515]
chr3	TRAT1	+	[108854865, 108855004]
chr3	HIGD1A	-	[42784298]
chr3	MLH1	+	[37047737, 37050841]
chr3	AADACL2-AS1	-	[151757776, 151761338, 151784893, 151828484, 151881876, 151884618]
chr3	LOC101928583	+	[170662122, 170740351, 170755204]
chr3	ANKRD18DP	-	[198057531]
chr3	TCTEX1D2	-	[196291219, 196291323, 196296047, 196306943, 196311671, 196313652, 196313862, 196314006, 196315805, 196316085, 196316396]
chr3	LRRC58	-	[120330078]
chr3	NICN1	-	[49422946]
chr3	RPL32	-	[12836049]
chr3	LOC101929054	+	[52241096]
chr3	KLHDC8B	+	[49176485]
chr3	BAP1	-	[52401004]
chr3	SMARCC1	-	[47585893, 47587384, 47587674, 47603818, 47603983, 47626883, 47627456, 47628152, 47628855, 47629160, 47629420, 47635341, 47636124, 47638763, 47657267, 47661295, 47662346, 47669640, 47676833, 47677613, 47680253, 47701351, 47702785, 47703850, 47705636, 47706481, 47707417, 47710687, 47714490, 47718934, 47742844, 47748016, 47752181, 47763251, 47769652, 47772775, 47781772]
chr3	RYK	-	[134157133, 134157650, 134174428, 134196617, 134196767, 134197388, 134202791, 134204266]
chr3	DLG1	-	[197042560, 197042927, 197043033, 197043233, 197043631, 197070303, 197070701, 197071474, 197080545, 197121757, 197138339, 197238536, 197268635]
chr3	CHL1-AS2	-	[195758]
chr3	CHL1-AS1	-	[363501]
chr3	SLC38A3	+	[50220966]
chr3	IFRD2	-	[50287733, 50288113]
chr3	ALS2CL	-	[46669001, 46669196, 46670283, 46670600]
chr3	EIF2A	+	[150584241]
chr3	WDR48	+	[39096665]
chr3	WDR49	-	[167478684]
chr3	TBC1D23	+	[100263525, 100296095, 100296196, 100301136, 100320876, 100323614, 100324911, 100325135, 100325250]
chr3	ZIC1	+	[147414560, 147416718]
chr3	GRM7	+	[7606890, 7694462]
chr3	SLC35G2	+	[136838384, 136841976, 136842080, 136842191, 136855883]
chr3	SENP7	-	[101324205, 101324356, 101324492, 101347326, 101368371, 101371457, 101371942, 101383849, 101394765, 101396296, 101397545, 101399994, 101401274, 101401671, 101402643, 101403093, 101403774, 101404698, 101405327, 101410103, 101410224, 101415269, 101415438, 101421442, 101421926, 101432056, 101461458, 101477208, 101478751, 101487882, 101489317, 101491550]
chr3	SENP5	+	[196931121, 196931226, 196931681, 196932321, 196933511]
chr3	SENP2	+	[185630161, 185630999]
chr3	PPARG	+	[12434343]
chr3	ARPC4	+	[9799047, 9801144, 9806380, 9806497, 9806603, 9807029]
chr3	DYNC1LI1	-	[32525974, 32526081, 32526906, 32528452, 32537043, 32552189, 32559112, 32567570, 32567934, 32568328, 32569964, 32570396, 32570728]
chr3	MKRN2	+	[12574731, 12575084, 12578803, 12581054, 12582363, 12582997, 12583271, 12583608]
chr3	LHFPL4	-	[9498361]
chr3	ITPR1	+	[4671784, 4749192, 4814297, 4846695, 4847499]
chr3	PTX3	+	[157443584]
chr3	LOC100131635	+	[187721377, 187732414]
chr3	BSN	+	[49671544]
chr3	NXPE3	+	[101823622, 101826534, 101827391]
chr3	CISH	-	[50606489]
chr3	CD200R1	-	[112922685]
chr3	LIMD1	+	[45673897, 45681262]
chr3	P4HTM	+	[48992228, 48999783, 49004594, 49007114]
chr3	PRSS46P	-	[46719583]
chr3	ZNF639	+	[179334613, 179335042]
chr3	ACPP	+	[132358080, 132358751, 132368297]
chr3	PBRM1	-	[52545352, 52545631, 52545964, 52547921, 52553577, 52557023, 52558482, 52570721, 52570871, 52574446, 52579580, 52579971, 52581948, 52582223, 52586502, 52587708, 52591061, 52591607, 52598083, 52603596, 52620523, 52621731, 52625621, 52627350, 52631677, 52632102, 52637627, 52643340, 52647989, 52661360, 52679402, 52680756, 52684896]
chr3	MME	+	[155090499, 155158741, 155180733, 155181070, 155181301, 155181598, 155182007, 155182475, 155183703]
chr3	C3orf49	+	[63819686, 63824129, 63825339, 63833870, 63834008, 63838457, 63839671, 63843025, 63848635]
chr3	KIF9-AS1	+	[47170393, 47174290, 47177466, 47180552, 47183050, 47211592, 47211892, 47215777, 47224550, 47228397, 47244115]
chr3	MAP4	-	[47850690, 47850933, 47851652, 47856541, 47858105, 47868855, 47872504, 47874940, 47875531, 47876239, 47876981, 47880570, 47885182, 47891161, 47891589, 47892264, 47892425, 47893141, 47893419, 47898038, 47899597, 47912211, 47915979, 47916764, 47917027, 47917717, 47918465, 47923917, 47953695, 47973086, 47981250, 48017556, 48048606, 48059025, 48070216, 48074594, 48078376]
